base_price,discount_percentage,quantity,manufacturer,product_id,category,sku,taxless_price,unit_discount_amount,min_price,_id,discount_amount,created_on,product_name,price,taxful_price,base_unit_price,customer_id,basket_date,basket_count,product_category,product_color
74.99,0,1,Low Tide Media,2959890,Women's Shoes,ZO0381403814,74.99,0.0,37.49,sold_product_577379_7465,0.0,2016-12-21 00:51:50,Ankle boots - black,74.99,74.99,74.99,19210608,2019-06-10,2,Ankle boots,black
49.99,0,1,Pyramidustries,47928422,Women's Shoes,ZO0135501355,49.99,0.0,23.5,sold_product_570687_16491,0.0,2016-12-15 23:42:43,Trainers - grey,49.99,49.99,49.99,3916277,2019-06-10,2,Trainers,grey
74.99,0,1,Angeldale,104677,Women's Shoes,ZO0675806758,74.99,0.0,38.99,sold_product_570687_24128,0.0,2016-12-15 23:42:43,Ankle boots - black,74.99,74.99,74.99,3155969,2019-06-10,2,Ankle boots,black
10.99,0,1,Tigress Enterprises,43443394,Women's Accessories,ZO0085000850,10.99,0.0,5.17,sold_product_575152_14864,0.0,2016-12-19 08:02:24,Scarf - grey,10.99,10.99,10.99,10555182,2019-06-10,2,Scarf,grey
20.99,0,1,Tigress Enterprises,41494814,Women's Accessories,ZO0097100971,20.99,0.0,10.91,sold_product_575152_14766,0.0,2016-12-19 08:02:24,Across body bag - mauve,20.99,20.99,20.99,41315966,2019-06-10,2,Across body bag,mauve
10.99,0,1,Spherecords Curvy,41214787,Women's Clothing,ZO0709507095,10.99,0.0,4.95,sold_product_577985_24633,0.0,2016-12-21 11:28:19,Vest - white,10.99,10.99,10.99,7099788,2019-06-10,2,Vest,white
16.99,0,1,Microlutions,47939848,Men's Clothing,ZO0116301163,16.99,0.0,8.33,sold_product_577433_12957,0.0,2016-12-21 01:40:48,Print T-shirt - dark grey multicolor,16.99,16.99,16.99,16265674,2019-06-10,2,Print T-shirt,dark grey multicolor
24.99,0,1,Oceanavigations,52515232,Women's Clothing,ZO0270002700,24.99,0.0,13.49,sold_product_574308_14109,0.0,2016-12-18 16:50:53,Jumper - grey,24.99,24.99,24.99,9340746,2019-06-10,2,Jumper,grey
20.99,0,1,Champion Arts,50125260,Women's Clothing,ZO0500205002,20.99,0.0,9.45,sold_product_574308_20298,0.0,2016-12-18 16:50:53,Tracksuit top - mid blu,20.99,20.99,20.99,28641312,2019-06-10,2,Tracksuit top,mid blu
32.99,0,1,Oceanavigations,32771237,Men's Clothing,ZO0281302813,32.99,0.0,16.17,sold_product_574917_15703,0.0,2016-12-19 03:50:24,Shirt - blue,32.99,32.99,32.99,32450845,2019-06-10,2,Shirt,blue
41.99,0,1,Low Tide Media,42529450,Men's Accessories,ZO0465704657,41.99,0.0,21.01,sold_product_574943_24780,0.0,2016-12-19 04:12:00,Rucksack - black,41.99,41.99,41.99,21203401,2019-06-10,2,Rucksack,black
11.99,0,1,Elitelligence,33368518,Men's Clothing,ZO0566405664,11.99,0.0,6.11,sold_product_550503_24369,0.0,2016-12-01 02:15:22,Print T-shirt - khaki,11.99,11.99,11.99,9261462,2019-06-10,2,Print T-shirt,khaki
32.99,0,1,Spritechnologies,3171592,Men's Clothing,ZO0631406314,32.99,0.0,16.82,sold_product_587454_20714,0.0,2016-12-28 11:51:22,SET - Tracksuit - bright white,32.99,32.99,32.99,26312659,2019-06-10,2,SET,Tracksuit - bright white
28.99,0,1,Microlutions,260733,Men's Clothing,ZO0124301243,28.99,0.0,14.78,sold_product_574183_21157,0.0,2016-12-18 14:35:31,Sweatshirt - black,28.99,28.99,28.99,13325320,2019-06-10,4,Sweatshirt,black
10.99,0,1,Low Tide Media,35470256,Men's Accessories,ZO0462804628,10.99,0.0,5.6,sold_product_587530_14183,0.0,2016-12-28 13:04:48,Scarf - dark grey,10.99,10.99,10.99,8288991,2019-06-10,2,Scarf,dark grey
10.99,0,1,Low Tide Media,35470256,Men's Accessories,ZO0462804628,10.99,0.0,5.6,sold_product_587530_14183,0.0,2016-12-28 13:04:48,Scarf - dark grey,10.99,10.99,10.99,13311808,2019-05-28,2,Scarf,dark grey
20.99,0,1,Spherecords,4057956,Women's Clothing,ZO0651006510,20.99,0.0,10.7,sold_product_587584_16989,0.0,2016-12-28 14:05:17,Shirt - white,20.99,20.99,20.99,43633988,2019-06-10,2,Shirt,white
49.99,0,1,Gnomehouse,32181659,Women's Clothing,ZO0329503295,49.99,0.0,25.49,sold_product_587823_16671,0.0,2016-12-28 18:43:12,A-line skirt - black,49.99,49.99,49.99,34792550,2019-06-10,2,A-line skirt,black
24.99,0,1,Low Tide Media,32925810,Men's Clothing,ZO0455904559,24.99,0.0,11.5,sold_product_589822_6756,0.0,2016-12-30 06:20:10,Tracksuit top - dark blue multicolor,24.99,24.99,24.99,8751738,2019-06-10,2,Tracksuit top,dark blue multicolor
134.99,0,1,Oceanavigations,31161385,Men's Clothing,ZO0288102881,134.99,0.0,67.5,sold_product_581696_20160,0.0,2016-12-24 06:21:36,Leather jacket - black,134.99,134.99,134.99,7087177,2019-06-10,2,Leather jacket,black
10.99,0,1,Pyramidustries,45577359,Women's Accessories,ZO0187501875,10.99,0.0,5.06,sold_product_588795_18572,0.0,2016-12-29 11:52:48,Hat - off white,10.99,10.99,10.99,34505831,2019-06-10,2,Hat,off white
14.99,0,1,Tigress Enterprises,46226877,Women's Accessories,ZO0079100791,14.99,0.0,7.94,sold_product_588795_16291,0.0,2016-12-29 11:52:48,Watch - nude,14.99,14.99,14.99,15125470,2019-06-10,2,Watch,nude
22.99,0,1,Tigress Enterprises Curvy,31058980,Women's Clothing,ZO0105601056,22.99,0.0,12.18,sold_product_575015_23402,0.0,2016-12-19 05:24:00,Blouse - port royal,22.99,22.99,22.99,615723,2019-06-10,2,Blouse,port royal
22.99,0,1,Tigress Enterprises Curvy,31058980,Women's Clothing,ZO0105601056,22.99,0.0,12.18,sold_product_575015_23402,0.0,2016-12-19 05:24:00,Blouse - port royal,22.99,22.99,22.99,24226922,2019-05-26,2,Blouse,port royal
84.99,0,1,Angeldale,51025478,Women's Shoes,ZO0680406804,84.99,0.0,44.19,sold_product_579289_5668,0.0,2016-12-22 11:32:38,Lace-up boots - black,84.99,84.99,84.99,28774759,2019-06-10,2,Lace-up boots,black
114.99,0,1,Primemaster,46270667,Women's Shoes,ZO0363703637,114.99,0.0,56.35,sold_product_579289_14846,0.0,2016-12-22 11:32:38,Platform boots - Midnight Blue,114.99,114.99,114.99,14006582,2019-06-10,2,Platform boots,Midnight Blue
13.99,0,1,Oceanavigations,6861661,Men's Accessories,ZO0309703097,13.99,0.0,6.58,sold_product_584351_14529,0.0,2016-12-26 03:24:29,Belt - black,13.99,13.99,13.99,15003284,2019-06-10,2,Belt,black
11.99,0,1,Pyramidustries,48301592,Women's Accessories,ZO0190501905,11.99,0.0,5.76,sold_product_584198_11506,0.0,2016-12-26 00:48:58,Wallet - blue,11.99,11.99,11.99,6794258,2019-06-10,2,Wallet,blue
16.99,0,1,Pyramidustries,33653312,Women's Clothing,ZO0155701557,16.99,0.0,8.33,sold_product_556331_13849,0.0,2016-12-05 09:57:36,Summer dress - black,16.99,16.99,16.99,24487124,2019-06-10,2,Summer dress,black
32.99,0,1,Tigress Enterprises,49865295,Women's Clothing,ZO0063300633,32.99,0.0,17.15,sold_product_556331_19512,0.0,2016-12-05 09:57:36,Long sleeved top - peacoat,32.99,32.99,32.99,2996484,2019-06-10,2,Long sleeved top,peacoat
17.99,0,1,Pyramidustries,49541121,Women's Clothing,ZO0160201602,17.99,0.0,8.1,sold_product_566443_22619,0.0,2016-12-12 20:11:02,Long sleeved top - black,17.99,17.99,17.99,26445737,2019-06-10,2,Long sleeved top,black
32.99,0,1,Oceanavigations,4346574,Women's Clothing,ZO0261502615,32.99,0.0,15.18,sold_product_566443_24107,0.0,2016-12-12 20:11:02,Jumper dress - grey multicolor,32.99,32.99,32.99,30944996,2019-06-10,2,Jumper dress,grey multicolor
10.99,0,1,Elitelligence,3256800,Men's Clothing,ZO0550005500,10.99,0.0,5.06,sold_product_584568_11878,0.0,2016-12-26 07:27:50,Long sleeved top - bordeaux,10.99,10.99,10.99,2804287,2019-06-10,2,Long sleeved top,bordeaux
24.99,0,1,Elitelligence,52081833,Men's Clothing,ZO0573005730,24.99,0.0,11.75,sold_product_567143_11605,0.0,2016-12-13 08:48:29,Jumper - navy/offwhite/black,24.99,24.99,24.99,33908135,2019-06-09,2,Jumper,navy/offwhite/black
41.99,0,1,Microlutions,39472403,Men's Clothing,ZO0113901139,41.99,0.0,22.67,sold_product_556285_20587,0.0,2016-12-05 09:15:50,Slim fit jeans - black denim,41.99,41.99,41.99,26531048,2019-06-09,2,Slim fit jeans,black denim
13.99,0,1,Low Tide Media,31116975,Men's Clothing,ZO0478904789,13.99,0.0,6.58,sold_product_567191_16436,0.0,2016-12-13 09:43:12,Pyjama bottoms - blue,13.99,13.99,13.99,4970758,2019-06-10,2,Pyjama bottoms,blue
10.99,0,1,Low Tide Media,43703552,Men's Clothing,ZO0436604366,10.99,0.0,5.6,sold_product_565985_22376,0.0,2016-12-12 11:38:24,Long sleeved top - white,10.99,10.99,10.99,4040146,2019-06-10,2,Long sleeved top,white
24.99,0,1,Oceanavigations,48206338,Men's Clothing,ZO0280302803,24.99,0.0,12.74,sold_product_565985_6969,0.0,2016-12-12 11:38:24,Shirt - blue,24.99,24.99,24.99,10241442,2019-06-09,2,Shirt,blue
28.99,0,1,Spritechnologies,33277779,Men's Clothing,ZO0628506285,28.99,0.0,15.65,sold_product_721087_19350,0.0,2016-12-25 05:49:55,Hoodie - dark grey multicolor,28.99,28.99,28.99,3407019,2019-06-09,2,Hoodie,dark grey multicolor
18.99,0,1,Elitelligence,41884589,Men's Clothing,ZO0612606126,18.99,0.0,9.49,sold_product_555416_21728,0.0,2016-12-04 17:25:26,Swimming shorts - dark blue,18.99,18.99,18.99,31769922,2019-06-09,2,Swimming shorts,dark blue
43.99,0,1,Tigress Enterprises,42882549,Women's Clothing,ZO0045300453,43.99,0.0,22.01,sold_product_565640_18500,0.0,2016-12-12 05:42:43,Jersey dress - black/grey,43.99,43.99,43.99,8896417,2019-06-09,2,Jersey dress,black/grey
10.99,0,1,Spritechnologies,32089008,Men's Clothing,ZO0616906169,10.99,0.0,5.71,sold_product_568776_22271,0.0,2016-12-14 15:00:00,Sports shirt - dark green,10.99,10.99,10.99,12407113,2019-06-09,2,Sports shirt,dark green
16.99,0,1,Low Tide Media,32759897,Men's Clothing,ZO0477604776,16.99,0.0,7.65,sold_product_574948_18152,0.0,2016-12-19 04:16:19,3 PACK - Boxer shorts - grey,16.99,16.99,16.99,4474597,2019-06-10,2,3 PACK,Boxer shorts - grey
24.99,0,1,Low Tide Media,1809133,Men's Clothing,ZO0419204192,24.99,0.0,13.24,sold_product_553180_13335,0.0,2016-12-03 01:58:05,Trousers - petrol,24.99,24.99,24.99,2839296,2019-06-10,3,Trousers,petrol
20.99,0,1,Elitelligence,47370023,Men's Accessories,ZO0601206012,20.99,0.0,11.12,sold_product_553180_16356,0.0,2016-12-03 01:58:05,Watch - tan,20.99,20.99,20.99,42851349,2019-06-09,2,Watch,tan
59.99,0,1,Oceanavigations,51715605,Men's Shoes,ZO0256302563,59.99,0.0,30.59,sold_product_553061_23899,0.0,2016-12-02 23:51:22,Boots - black,59.99,59.99,59.99,27489034,2019-06-09,2,Boots,black
24.99,0,1,Elitelligence,52120368,Men's Shoes,ZO0518505185,24.99,0.0,11.25,sold_product_553061_13165,0.0,2016-12-02 23:51:22,Slip-ons - red,24.99,24.99,24.99,40432578,2019-06-09,2,Slip-ons,red
24.99,0,1,Elitelligence,34867616,Men's Clothing,ZO0574105741,24.99,0.0,13.24,sold_product_553104_15683,0.0,2016-12-03 00:30:14,Jumper - black,24.99,24.99,24.99,14020042,2019-06-09,2,Jumper,black
20.99,0,1,Elitelligence,39758552,Men's Clothing,ZO0531805318,20.99,0.0,10.7,sold_product_553203_18404,0.0,2016-12-03 02:28:19,Shorts - dark blue,20.99,20.99,20.99,30366086,2019-06-09,2,Shorts,dark blue
14.99,0,1,Spherecords,49215524,Women's Clothing,ZO0642706427,14.99,0.0,7.64,sold_product_573220_19050,0.0,2016-12-17 21:05:46,2 PACK - Basic T-shirt - black/black,14.99,14.99,14.99,34370528,2019-06-09,2,2 PACK,Basic T-shirt - black/black
28.99,0,1,Champion Arts,31477876,Women's Clothing,ZO0500605006,28.99,0.0,14.21,sold_product_573220_21861,0.0,2016-12-17 21:05:46,Hoodie - dark grey/light grey,28.99,28.99,28.99,838538,2019-06-10,2,Hoodie,dark grey/light grey
24.99,0,1,Oceanavigations,42573611,Men's Clothing,ZO0282302823,24.99,0.0,12.99,sold_product_573263_21069,0.0,2016-12-17 22:01:55,Chinos - sand,24.99,24.99,24.99,18617678,2019-06-14,2,Chinos,sand
89.99,0,1,Low Tide Media,36513665,Men's Accessories,ZO0471304713,89.99,0.0,47.69,sold_product_569939_15701,0.0,2016-12-15 10:42:14,Laptop bag - black,89.99,89.99,89.99,29744936,2019-06-14,2,Laptop bag,black
20.99,0,1,Elitelligence,51277870,Men's Clothing,ZO0528905289,20.99,0.0,11.54,sold_product_569939_23874,0.0,2016-12-15 10:42:14,Chinos - tan,20.99,20.99,20.99,13760655,2019-06-14,2,Chinos,tan
41.99,0,1,Tigress Enterprises,37341710,Women's Clothing,ZO0047300473,41.99,0.0,21.83,sold_product_569968_22835,0.0,2016-12-15 11:11:02,Shift dress - black/gold,41.99,41.99,41.99,15907625,2019-06-14,2,Shift dress,black/gold
41.99,0,1,Pyramidustries,43184225,Women's Shoes,ZO0142401424,41.99,0.0,19.32,sold_product_569968_24141,0.0,2016-12-15 11:11:02,Cowboy/Biker boots - black,41.99,41.99,41.99,22478695,2019-06-14,2,Cowboy/Biker boots,black
24.99,0,1,Microlutions,32194190,Men's Clothing,ZO0125701257,24.99,0.0,13.24,sold_product_569995_21046,0.0,2016-12-15 11:38:24,Sweatshirt - navy blazer,24.99,24.99,24.99,9445930,2019-06-14,3,Sweatshirt,navy blazer
8.99,0,1,Spherecords,31837089,Men's Clothing,ZO0664706647,8.99,0.0,4.67,sold_product_562667_21772,0.0,2016-12-10 01:42:14,3 PACK - Socks - white,8.99,8.99,8.99,14765476,2019-06-14,2,3 PACK,Socks - white
24.99,0,1,Elitelligence,4645659,Men's Shoes,ZO0510705107,24.99,0.0,11.5,sold_product_570009_20818,0.0,2016-12-15 11:51:22,Trainers - grey,24.99,24.99,24.99,2766948,2019-06-14,2,Trainers,grey
24.99,0,1,Elitelligence,34021716,Men's Clothing,ZO0594605946,24.99,0.0,12.25,sold_product_570009_17159,0.0,2016-12-15 11:51:22,Hoodie - mottled grey,24.99,24.99,24.99,15545150,2019-06-14,2,Hoodie,mottled grey
11.99,0,1,Tigress Enterprises,33493192,Women's Accessories,ZO0076900769,11.99,0.0,5.52,sold_product_569834_20808,0.0,2016-12-15 08:57:07,Waist belt - black,11.99,11.99,11.99,22102270,2019-06-14,3,Waist belt,black
24.99,0,1,Pyramidustries,227692,Women's Clothing,ZO0151501515,24.99,0.0,12.99,sold_product_569834_20661,0.0,2016-12-15 08:57:07,Shift dress - black,24.99,24.99,24.99,15497001,2019-06-14,2,Shift dress,black
64.99,0,1,Oceanavigations,46967784,Women's Shoes,ZO0237802378,64.99,0.0,33.79,sold_product_569869_20898,0.0,2016-12-15 09:25:55,Classic heels - metallic black,64.99,64.99,64.99,3684028,2019-06-14,2,Classic heels,metallic black
10.99,0,1,Spherecords,43915214,Women's Clothing,ZO0644506445,10.99,0.0,5.5,sold_product_569900_17074,0.0,2016-12-15 10:00:29,"Print T-shirt - dark blue, white",10.99,10.99,10.99,1691299,2019-06-14,2,Print T-shirt,"dark blue, white"
22.99,0,1,Tigress Enterprises Curvy,32988126,Women's Clothing,ZO0104901049,22.99,0.0,10.58,sold_product_569900_17849,0.0,2016-12-15 10:00:29,Vest - black,22.99,22.99,22.99,3773121,2019-06-14,2,Vest,black
13.99,0,1,Pyramidustries,6909359,Women's Clothing,ZO0212702127,13.99,0.0,7.27,sold_product_588515_16806,0.0,2016-12-29 06:40:19,Bustier - black,13.99,13.99,13.99,18942153,2019-06-14,2,Bustier,black
41.99,0,1,Gnomehouse,41257212,Women's Clothing,ZO0333703337,41.99,0.0,18.9,sold_product_553885_20918,0.0,2016-12-03 14:18:14,Summer dress - eclipse,41.99,41.99,41.99,8295229,2019-06-14,2,Summer dress,eclipse
16.99,0,1,Pyramidustries active,31451464,Women's Clothing,ZO0221702217,16.99,0.0,7.99,sold_product_553885_17568,0.0,2016-12-03 14:18:14,Tights - black,16.99,16.99,16.99,6223553,2019-06-14,2,Tights,black
16.99,0,1,Pyramidustries active,31451464,Women's Clothing,ZO0221702217,16.99,0.0,7.99,sold_product_553885_17568,0.0,2016-12-03 14:18:14,Tights - black,16.99,16.99,16.99,10065595,2019-06-13,2,Tights,black
16.99,0,1,Pyramidustries active,31451464,Women's Clothing,ZO0221702217,16.99,0.0,7.99,sold_product_553885_17568,0.0,2016-12-03 14:18:14,Tights - black,16.99,16.99,16.99,10661289,2019-06-19,2,Tights,black
16.99,0,1,Pyramidustries active,31451464,Women's Clothing,ZO0221702217,16.99,0.0,7.99,sold_product_553885_17568,0.0,2016-12-03 14:18:14,Tights - black,16.99,16.99,16.99,38853982,2019-06-18,2,Tights,black
28.99,0,1,Spherecords,45538092,Women's Clothing,ZO0656906569,28.99,0.0,13.34,sold_product_554442_17411,0.0,2016-12-04 00:05:46,Short coat - black,28.99,28.99,28.99,33039898,2019-06-14,2,Short coat,black
16.99,0,1,Tigress Enterprises,43266023,Women's Accessories,ZO0090300903,16.99,0.0,8.49,sold_product_554442_20249,0.0,2016-12-04 00:05:46,Across body bag - black,16.99,16.99,16.99,12247902,2019-06-14,2,Across body bag,black
11.99,0,1,Oceanavigations,41882859,Women's Clothing,ZO0264902649,11.99,0.0,6.47,sold_product_577561_24452,0.0,2016-12-21 04:16:19,Basic T-shirt - grenadine,11.99,11.99,11.99,1002496,2019-06-14,2,Basic T-shirt,grenadine
49.99,0,1,Low Tide Media,76259,Men's Shoes,ZO0388803888,49.99,0.0,23.5,sold_product_577723_19145,0.0,2016-12-21 07:10:34,Smart lace-ups - Dark Green,49.99,49.99,49.99,5534147,2019-06-14,2,Smart lace-ups,Dark Green
49.99,0,1,Low Tide Media,76259,Men's Shoes,ZO0388803888,49.99,0.0,23.5,sold_product_577723_19145,0.0,2016-12-21 07:10:34,Smart lace-ups - Dark Green,49.99,49.99,49.99,20488716,2019-05-26,2,Smart lace-ups,Dark Green
32.99,0,1,Pyramidustries,49556931,Women's Shoes,ZO0134201342,32.99,0.0,17.15,sold_product_577787_18850,0.0,2016-12-21 08:18:14,High heels - black,32.99,32.99,32.99,22203667,2019-06-15,2,High heels,black
114.99,0,1,Oceanavigations,36508451,Women's Shoes,ZO0243902439,114.99,0.0,62.09,sold_product_564190_5329,0.0,2016-12-11 04:35:02,Over-the-knee boots - Midnight Blue,114.99,114.99,114.99,12501022,2019-06-14,2,Over-the-knee boots,Midnight Blue
24.99,0,1,Pyramidustries,34548940,Women's Accessories,ZO0208702087,24.99,0.0,13.24,sold_product_564190_16930,0.0,2016-12-11 04:35:02,Across body bag - Blue Violety ,24.99,24.99,24.99,23021690,2019-06-14,2,Across body bag,Blue Violety 
26.99,0,1,Low Tide Media,48629999,Men's Clothing,ZO0414304143,26.99,0.0,14.03,sold_product_565767_18958,0.0,2016-12-12 07:48:00,Formal shirt - white,26.99,26.99,26.99,41590226,2019-06-14,2,Formal shirt,white
24.99,0,1,Low Tide Media,36336784,Men's Clothing,ZO0425204252,24.99,0.0,13.24,sold_product_565767_24243,0.0,2016-12-12 07:48:00,Slim fit jeans - dirty denim,24.99,24.99,24.99,9764589,2019-06-14,2,Slim fit jeans,dirty denim
32.99,0,1,Oceanavigations,46825706,Men's Accessories,ZO0312003120,32.99,0.0,18.14,sold_product_588604_16999,0.0,2016-12-29 08:15:22,Watch - tan,32.99,32.99,32.99,34676326,2019-06-13,4,Watch,tan
11.99,0,1,Elitelligence,44587808,Men's Clothing,ZO0556605566,11.99,0.0,6.35,sold_product_568014_19633,0.0,2016-12-14 00:57:36,Long sleeved top - white and red,11.99,11.99,11.99,11539436,2019-06-13,3,Long sleeved top,white and red
11.99,0,1,Elitelligence,44587808,Men's Clothing,ZO0556605566,11.99,0.0,6.35,sold_product_568014_19633,0.0,2016-12-14 00:57:36,Long sleeved top - white and red,11.99,11.99,11.99,14961410,2019-06-02,2,Long sleeved top,white and red
11.99,0,1,Elitelligence,44587808,Men's Clothing,ZO0556605566,11.99,0.0,6.35,sold_product_568014_19633,0.0,2016-12-14 00:57:36,Long sleeved top - white and red,11.99,11.99,11.99,4650787,2019-05-23,2,Long sleeved top,white and red
11.99,0,1,Elitelligence,44587808,Men's Clothing,ZO0556605566,11.99,0.0,6.35,sold_product_568014_19633,0.0,2016-12-14 00:57:36,Long sleeved top - white and red,11.99,11.99,11.99,3336619,2019-05-28,2,Long sleeved top,white and red
21.99,0,1,Pyramidustries,4081070,Women's Accessories,ZO0210002100,21.99,0.0,10.99,sold_product_570164_24987,0.0,2016-12-15 14:29:46,Across body bag - black,21.99,21.99,21.99,10187053,2019-06-14,3,Across body bag,black
16.99,0,1,Elitelligence,50976104,Men's Clothing,ZO0580605806,16.99,0.0,8.33,sold_product_583725_13205,0.0,2016-12-25 16:55:12,Sweatshirt - grey multicolor,16.99,16.99,16.99,13820449,2019-06-13,2,Sweatshirt,grey multicolor
28.99,0,1,Low Tide Media,34440240,Men's Clothing,ZO0416504165,28.99,0.0,14.78,sold_product_583725_13272,0.0,2016-12-25 16:55:12,Shirt - off-white,28.99,28.99,28.99,13017806,2019-06-13,3,Shirt,off-white
59.99,0,1,Oceanavigations,3909612,Men's Shoes,ZO0257902579,59.99,0.0,30.01,sold_product_585881_17173,0.0,2016-12-27 07:27:50,Boots - black,59.99,59.99,59.99,12179673,2019-06-13,2,Boots,black
10.99,0,1,Tigress Enterprises,48909396,Women's Accessories,ZO0077700777,10.99,0.0,4.95,sold_product_726066_14560,0.0,2016-12-31 20:21:07,Hat - taupe,10.99,10.99,10.99,26074294,2019-06-13,2,Hat,taupe
10.99,0,1,Tigress Enterprises,48909396,Women's Accessories,ZO0077700777,10.99,0.0,4.95,sold_product_726066_14560,0.0,2016-12-31 20:21:07,Hat - taupe,10.99,10.99,10.99,13653991,2019-05-28,2,Hat,taupe
74.99,0,1,Oceanavigations,43507388,Women's Shoes,ZO0249302493,74.99,0.0,35.25,sold_product_726066_18252,0.0,2016-12-31 20:21:07,Ankle boots - black,74.99,74.99,74.99,11087205,2019-06-13,2,Ankle boots,black
24.99,0,1,Pyramidustries,2114118,Women's Clothing,ZO0213902139,24.99,0.0,11.5,sold_product_726066_17420,0.0,2016-12-31 20:21:07,Pyjamas - black,24.99,24.99,24.99,1110278,2019-06-13,2,Pyjamas,black
20.99,0,1,Tigress Enterprises,54825897,Women's Shoes,ZO0004200042,20.99,0.0,11.33,sold_product_726066_24501,0.0,2016-12-31 20:21:07,Classic heels - black,20.99,20.99,20.99,44121907,2019-06-13,2,Classic heels,black
20.99,0,1,Tigress Enterprises,46234164,Women's Shoes,ZO0001800018,20.99,0.0,9.87,sold_product_729030_20684,0.0,2016-12-01 15:10:05,Ballet pumps - Dodger Blue,20.99,20.99,20.99,13259594,2019-06-13,2,Ballet pumps,Dodger Blue
31.99,0,1,Tigress Enterprises,36252539,Women's Shoes,ZO0005200052,31.99,0.0,15.68,sold_product_729030_15517,0.0,2016-12-01 15:10:05,Platform heels - red,31.99,31.99,31.99,17030714,2019-06-13,2,Platform heels,red
14.99,0,1,Tigress Enterprises,32054749,Women's Shoes,ZO0010100101,14.99,0.0,7.64,sold_product_578394_11960,0.0,2016-12-21 19:16:19,Wedges - beige,14.99,14.99,14.99,14157483,2019-06-13,3,Wedges,beige
24.99,0,1,Tigress Enterprises,39144272,Women's Accessories,ZO0088300883,24.99,0.0,13.49,sold_product_589425_12077,0.0,2016-12-29 23:29:46,Handbag - black ,24.99,24.99,24.99,24885735,2019-06-13,2,Handbag,black 
21.99,0,1,Pyramidustries,50772497,Women's Accessories,ZO0199501995,21.99,0.0,10.56,sold_product_578394_13377,0.0,2016-12-21 19:16:19,Tote bag - silver/black,21.99,21.99,21.99,4386649,2019-06-13,2,Tote bag,silver/black
28.99,0,1,Spritechnologies,50810974,Men's Clothing,ZO0628106281,28.99,0.0,15.07,sold_product_578475_16327,0.0,2016-12-21 20:48:29,Sweatshirt - grey multicolor,28.99,28.99,28.99,12583364,2019-06-13,2,Sweatshirt,grey multicolor
74.99,0,1,Oceanavigations,38104911,Women's Shoes,ZO0249002490,74.99,0.0,38.99,sold_product_578557_21950,0.0,2016-12-21 22:13:26,Ankle boots - Midnight Blue,74.99,74.99,74.99,10218194,2019-06-13,2,Ankle boots,Midnight Blue
10.99,0,1,Elitelligence,36903975,Men's Clothing,ZO0560905609,10.99,0.0,4.95,sold_product_550663_13483,0.0,2016-12-01 05:05:17,Print T-shirt - white,10.99,10.99,10.99,21625318,2019-06-13,2,Print T-shirt,white
24.99,0,1,Pyramidustries,35504416,Women's Clothing,ZO0181501815,24.99,0.0,13.24,sold_product_550708_21025,0.0,2016-12-01 05:57:07,Sweatshirt - dark blue,24.99,24.99,24.99,11714402,2019-06-13,2,Sweatshirt,dark blue
18.99,0,1,Spherecords,28209709,Women's Clothing,ZO0650306503,18.99,0.0,10.06,sold_product_550708_24048,0.0,2016-12-01 05:57:07,Blouse - black,18.99,18.99,18.99,35393375,2019-06-13,2,Blouse,black
34.99,0,1,Low Tide Media,49833380,Men's Shoes,ZO0387903879,34.99,0.0,17.15,sold_product_585570_23510,0.0,2016-12-27 01:39:22,Lace-ups - grey,34.99,34.99,34.99,7671484,2019-06-13,2,Lace-ups,grey
74.99,0,1,Spritechnologies,34800983,Men's Clothing,ZO0624606246,74.99,0.0,35.25,sold_product_551189_16626,0.0,2016-12-01 14:28:19,Snowboard jacket - pumpkin spice,74.99,74.99,74.99,4367217,2019-06-13,2,Snowboard jacket,pumpkin spice
13.99,0,1,Oceanavigations,32713278,Men's Accessories,ZO0309403094,13.99,0.0,7.41,sold_product_552674_16434,0.0,2016-12-02 16:32:10,Belt - cognac,13.99,13.99,13.99,13471539,2019-06-13,2,Belt,cognac
18.99,0,1,Pyramidustries,50287415,Women's Clothing,ZO0213202132,18.99,0.0,10.44,sold_product_552698_17448,0.0,2016-12-02 17:06:43,Nightie - black,18.99,18.99,18.99,20775645,2019-06-13,2,Nightie,black
36.99,0,1,Tigress Enterprises,48767751,Women's Shoes,ZO0025300253,36.99,0.0,19.6,sold_product_552698_13891,0.0,2016-12-02 17:06:43,Cowboy/Biker boots - cognac,36.99,36.99,36.99,6776302,2019-06-13,2,Cowboy/Biker boots,cognac
12.99,0,1,Pyramidustries,31870450,Women's Clothing,ZO0215502155,12.99,0.0,6.37,sold_product_564876_12273,0.0,2016-12-11 16:27:50,2 PACK - Over-the-knee socks - black,12.99,12.99,12.99,10188028,2019-06-12,2,2 PACK,Over-the-knee socks - black
59.99,0,1,Angeldale,48120252,Women's Accessories,ZO0698406984,59.99,0.0,28.2,sold_product_564902_13639,0.0,2016-12-11 16:52:19,Handbag - taupe,59.99,59.99,59.99,31656457,2019-06-13,2,Handbag,taupe
99.99,0,1,Karmanite,49485975,Women's Shoes,ZO0704207042,99.99,0.0,50.99,sold_product_564902_22060,0.0,2016-12-11 16:52:19,Boots - grey,99.99,99.99,99.99,27337699,2019-06-12,2,Boots,grey
